,id,sentence1,sentence2,is_duplicate
583,583,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,Approximately 300 employees were detained at 61 shops in 21 states according to two officers.,0
584,584,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The Qantas colleagues were serious but stable last night after admitted to Royal Melbourne Hospital in emergency.,0
585,585,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,Approximately 300 employees were apprehended at 61 shops in 21 states according to two officers.,0
586,586,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,Approximately 300 employees were arrested at 61 shops in 21 states according to two officers.,0
587,587,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,"After admitted to Royal Melbourne Hospital in emergence last night, the Qantas colleagues remained serious but stable.",0
588,588,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,"After admitted to Royal Melbourne Hospital in emergence last night, the Qantas colleagues remained serious but stable.",0
589,589,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,"After admitted to Royal Melbourne Hospital in emergence last night, the Qantas colleagues remained serious but stable.",0
590,590,Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.,Approximately 300 employees were arrested at 61 stores in 21 states according to two bureaucrats.,0
591,591,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The Qantas colleagues remained serious but stable after being admitted to Royal Melbourne Hospital in emergence last night.,0
592,592,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The Qantas colleagues remained serious but stable after being admitted to Royal Melbourne Hospital in emergence last night.,0
593,593,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The Qantas colleagues remained serious but stable after being admitted to Royal Melbourne Hospital in emergence last night.,0
594,594,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The Qantas colleagues remained serious but stable after being admitted to Royal Melbourne Hospital in emergence last night.,0
595,595,"Petchkin was back looking through the window, trying to make out the patient’s face.","In an attempt to see the patient's face more clearly, Petchkin was peering through the window again.",1
596,596,Give me one purse.,I would like to receive one purse.,1
597,597,"Baldy, hang in there!","Don't give up, Baldy!",1
598,598,"""30 years waiting for you,"" read one banner hoisted over the crowd, as many wept tears of happiness at finally seeing and hearing their idol.","Many participants cried tears of joy and lifted a poster in the air that said ""30 years waiting for you"" when their idol appeared.",1
599,599,Let me ask you something.,Can I ask you a question?,1
600,600,"What, er, sort of thing do they do?'",What specific practice are they involved in?,1
601,601,Get away from him!,Retreat from him right now!,1
602,602,Get away from him!,Retreat from him immediately!,1
603,603,The diocese reached a settlement in 2001 involving five priests and 26 plaintiffs for an undisclosed sum.,"In 2001, an unpublished amount was agreed upon by the diocese regarding 5 priests and 26 complainants.",1
604,604,"So, I was just looking inside the fuselage.",I was able to see inside the body of the plane.,0
605,605,"So, I was just looking inside the fuselage.","Therefore, I was peering inside the body of the plane.",0
606,606,They're just kids.,All of them are only children.,0
607,607,They're just kids.,They are only children.,1
608,608,"Whoever is selected will report directly to Robert Liscouski, the assistant secretary of homeland security for infrastructure protection.","Robert Liscouski, who is the assistant secretary of homeland security for infrastructure protection will supervise the new appointee.",0
609,609,"Whoever is selected will report directly to Robert Liscouski, the assistant secretary of homeland security for infrastructure protection.","Robert Liscouski, who is the assistant secretary of homeland security for infrastructure protection will supervise the chosen candidate.",0
610,610,Are you upset?,Please tell me if you are worried?,0
611,611,Are you upset?,Can you tell me if you are worried?,1
612,612,"Someone from Reuters, I believe.",I think the person was from Reuters.,1
613,613,I feel I've let down everyone who ever trusted me.,Anyone who trusts me gets let down.,1
614,614,These are my friends Clare and Bobby.,"Let me introduce you to Clare and Bobby, my friends.",1
615,615,She's a little fighter; she snuck back with her video camera.,That person returned with her own video camera; what a fighter.,0
616,616,She's a little fighter; she snuck back with her video camera.,She returned with her own video camera; what a fighter.,0
617,617,She's a little fighter; she snuck back with her video camera.,She creeped back in with her own video camera; what a fighter.,1
618,618,Of course I will.,"I am looking forward to it, of course.",0
619,619,Of course I will.,"I am going to do it, of course.",1
620,620,Not quite.,I don't think that is quite right.,1
621,621,The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million.,"American adults who are at least 100 pounds overweight, or extremely obese, now number 4 million.",0
622,622,The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million.,American adults who are at least 100 pounds overweight have multiplied in number since the 80s to approximately 4 million.,0
623,623,"November 17's last victim was British defence attache Stephen Saunders, who was shot on an Athens road in June 2000.","The final victim of November 17 was Stephen Saunders, British defence attache, shot in Athens in June 2000.",0
624,624,"After about three hours of negotiations, the gunman released the hostages after authorities delivered on his request for soft drinks.",The gunman let the hostages go after the police acquiesced to his request for soda.,0
625,625,"After about three hours of negotiations, the gunman released the hostages after authorities delivered on his request for soft drinks.","The gunman let his hostages go after the police acquiesced to his request for soda, which took three hours to negotiate.",1
626,626,Isn't it obvious?,"Well, obviously.",1
627,627,"He said he'd be right back, but that was hours ago.",Hours ago he said he'd return quickly.,1
628,628,It's out of my hands.,I can't help you anymore.,0
629,629,It's out of my hands.,I can't help you.,0
630,630,It's out of my hands.,The matter is no longer under my control.,1
631,631,"'Yes, come to think of it someone did mention that to me.","Actually, I did hear that from someone.",1
632,632,There are many ways to structure a defense.,You can build a defensive position in multiple ways.,1
633,633,Isn't that illegal?,I think you're breaking the law.,0
634,634,Isn't that illegal?,Isn't that breaking the law?,1
635,635,I thought you had to shake the can.,i think that you have to shake the can,1
636,636,I thought you had to shake the can.,i thought that you have to shake the can,1
637,637,I thought you had to shake the can.,i thought that you had to shake the can,1
638,638,There had been fears that the 35 year-old wouldn't be able to conceive after suffering two ectopic pregnancies and cancer of the uterus.,It was thought the 35 year old woman could not get pregnant after going through two ectopic pregnancies and uterine cancer.,1
639,639,"All right, Mr. Hume.","Yes, Mr. Hume",1
640,640,"Mayor Michael R. Bloomberg said yesterday that the men's behavior ""was a disgrace, and totally inappropriate for city employees.""","The way the men acted ""was a disgrace, and totally inappropriate for city employees"" according to mayor Bloomberg",0
641,641,"Mayor Michael R. Bloomberg said yesterday that the men's behavior ""was a disgrace, and totally inappropriate for city employees.""","The way the men acted ""was a disgrace, and totally inappropriate for city employees"" according to Michael R. Bloomberg's comments yesterday",1
642,642,"Treasury prices rose slightly, sending the 10-year note yield down to 4.38 percent from 4.39 percent late Friday.",The 10-year note yield fell from 4.39 percent to 4.38 percent late on Friday due to treasury prices inching upward,1
643,643,"Ms Stewart, the chief executive, was not expected to attend.","It was not anticipated that Ms. Stewart, the chief officer would attend.",1
644,644,"Ms Stewart, the chief executive, was not expected to attend.","It was not anticipated that Ms. Stewart, the chief officer, would be present.",1
645,645,"""We're still confident that Gephardt will get the lion's share of union support.""",We are optimistic about Gephardt receiving a large proportion of the union's backing,1
646,646,"""Do you mean--""",Is the significance of what you are saying,0
647,647,"""Do you mean--""",What are you saying,0
648,648,Are you guys almost done?,are you guys?,0
649,649,Are you guys almost done?,Are you guys?it almost done?,1
650,650,"Oak Brook, IL-based McDonalds is expected to launch several hundred restaurants by year's end.","By the end of the year, McDonalds, which is headquartered in Oak Brook, IL will open several hundred restaurants.",1
651,651,"A US programmer has developed a software tool that allows users to download shared music files using Apples Windows iTunes software, which was released last month.",A US programmer developed a software tool.that was allow to users and download and shared music files using.Apple Window iTunes software that was released last month.,1
652,652,Secret!,It's confidential!,1
653,653,"A US programmer has developed a software tool that allows users to download shared music files using Apples Windows iTunes software, which was released last month.",A US programmer developed a software tool. that was allow to users and download and shared music files using. Apple Window iTunes software that was released last month.,1
654,654,Secret!,Strictly confidential!,1
655,655,Wake up!,oh! Wake Up1,1
656,656,Wake up!,oh! Wake Up!,1
657,657,Wake up!,oh! Wake Up1,1
658,658,Wake up!,oh! Wake Up1 and Hurry Up,0
659,659,Wake up!,oh! Wake Up1,1
660,660,"Well, it's pristine, I'll tell you that.","Well, I can say it sure is immaculate.",1
661,661,And they think the protein probably is involved in the spread of other forms of cancer.,They thought that protein probably involved in the spread of other forms of  cancer,1
662,662,And they think the protein probably is involved in the spread of other forms of cancer.,They think that protein probably involved in the spread of other forms of  cancer,1
663,663,And they think the protein probably is involved in the spread of other forms of cancer.,They think that protein involved in the spread of other forms of  cancer,0
664,664,And they think the protein probably is involved in the spread of other forms of cancer.,They think that protein involved in the spread of forms of  cancer,0
665,665,"Bush is spending the weekend at his Crawford ranch, where he will play host to Italian Prime Minister Silvio Berlusconi.",Italian Prime Minister Silvio Berlusconi will be a guest at Bush's Crawford ranch this weekend.,1
666,666,Do you have another entrance? - Pardon?,Did you have another entrance?- Pardon?,1
667,667,Do you have another entrance? - Pardon?,Did you have some other  entrance?- Pardon?,1
668,668,Do you have another entrance? - Pardon?,Do you have some other  entrance?- Pardon?,1
669,669,Do you have another entrance? - Pardon?,Do you have some other  entrance?,0
670,670,Do you have another entrance? - Pardon?,Pardon? Do you have some other  entrance?,1
671,671,You planned this all along.,All along you planned this.,1
672,672,You planned this all along.,you planned this.,0
673,673,"You know, I was the last pony in my class to get a cutie mark.",I declare that everyone in our class got a good mark before I did.,0
674,674,You planned this all along.,You planned this.,0
675,675,You planned this all along.,You planned this. all along,1
676,676,You planned this all along.,Are you planned this all along?,0
677,677,You planned this all along.,Are you planned this,0
678,678,It's fine.,fine,1
679,679,It's fine.,Its fine,1
680,680,It's fine.,Its fine,1
681,681,It is an awful generalisation.,its an awful generalisation,1
682,682,It is an awful generalisation.,Its an awful generalisation,1
683,683,They face charges of robbery and criminal impersonation of a police officer.,They are going to be charged with burglary and pretending to be a police officer.,1
684,684,General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year's presidential elections.,This week General Wesley Clark confirmed the domestic nomination. it was against President George Bush in next year's predential election.,0
685,685,General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year's presidential elections.,This week General Wesley Clark confirmed the domestic nomination. it was against President George Bush.,0
686,686,"Thank you, Beth's dad.",I want to praise Beth's father.,1
687,687,General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year's presidential elections.,This week General Wesley Clark confirmed the domestic nomination it was against President George Bush in next year's predential election.,0
688,688,General Wesley Clark finally confirmed this week that he would seek the Democratic nomination to run against President George Bush in next year's presidential elections.,This week General Wesley Clark confirmed the domestic nomination,0
689,689,"'Charge!' shouted Ananais, and three hundred Skoda warriors dashed forward hacking and cleaving.",Rushing toward battle were three hundred Skoda warriors when Ananais yelled 'Attack!',0
690,690,"'Charge!' shouted Ananais, and three hundred Skoda warriors dashed forward hacking and cleaving.",Rushing toward battle were three hundred Skoda warriors when Ananais yelled 'Run!',0
691,691,"King, brand-name writer, master of the horror story and e-book pioneer, is receiving this year's medal for Distinguished Contributions to American Letters.",Brand name writer  and master of horror story and e- book pioneer is the KING. this year's medel for distinguised contributions to A merican letters,1
692,692,"Sarah Weddington, the abortion advocate and attorney who originally represented McCorvey, could not be reached for comment.","Although she was an abortion proponent and McCorvey's lawyer, Sarah Weddington did not provide a response.",1
693,693,I assume Tomin also explained that we're not from around here.,I suppose Tomin told you that we come from a different place.,1
694,694,Okay. All right.,It's fine. Really.,1
695,695,They only marry younger mommies.,they got married only younger mommies.,1
696,696,They only marry younger mommies.,They got married only younger mommies.,1
697,697,"Remy, Remy...","oh.Remy, Remy",1
698,698,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,Shinseki was retired after 38 years of his career that was includedat vietnam and head od US peacekeeping efforts of Bosnia.,0
699,699,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,Shinseki was retired after 38 years of his career that was  vietnam and head od US peacekeeping efforts of Bosnia.,0
700,700,"Intel’s Xeon surpassed HP’s PA-RISC to become the most often used processor, rising from 76 systems in June to 152 systems in November.",most often used processor is INTEL XEON surpassed HP'S  PA-RISC.ITS RISING  from 76 system at june to 152 system in november.,1
701,701,oral use,oh its oral use,1
702,702,Without asking me?,awe.without asking me,1
703,703,"Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.","Robert Bennett declined to the comment on personal matters tuesday, board of chancellor of mills",1
704,704,The Embraer jets are scheduled to be delivered by September 2006.,,0
705,705,The Embraer jets are scheduled to be delivered by September 2006.,Joseph Robinette Biden Jr. is an American politician and the president-elect of the United States.,0
706,706,The Embraer jets are scheduled to be delivered by September 2006.,Joseph Robinette Biden Jr. is an American politician and the president-elect of the United States.,0
707,707,The Embraer jets are scheduled to be delivered by September 2006.,Joseph Biden Jr. is an American politician and the president-elect of the United States.,0
708,708,The Embraer jets are scheduled to be delivered by September 2006.,A subject performs the action in a sentence.,0
709,709,The Embraer jets are scheduled to be delivered by September 2006.,The Embraer jets are scheduled to be delivered by September 2006,1
710,710,The Embraer jets are scheduled to be delivered by September 2006.,The aircraft family was first introduced at the Paris Air Show in 1999 and entered production in 2002.,0
711,711,The Embraer jets are scheduled to be delivered by September 2006.,The aircraft family was first introduced at the Paris Air Show in 1999.,0
712,712,The Embraer jets are scheduled to be delivered by September 2006.,The Embraerjets are scheduled to be delivered by September 2006.,1
713,713,"Oh, well, there's a brothel called Number 27, and this woman in a clothes shop just said to me that the brothel tries to get people in by giving them money and-",The women in a clothes shop just said to me that the brothel tries to get people in by giving them money and there brothel called number27,1
714,714,"""A bad part is fine.",the part is fine bad,1
715,715,"Her MUGA scan, what was the ejection fraction?",the ejection fraction is muga scan,0
716,716,"Her MUGA scan, what was the ejection fraction?",The fraction is ejection for her  muga scan,1
717,717,The three priests were careful to go through church channels first as they exercised their rights under canon law.,They exercised the right under the cannon law three priest were careful to go through church channels,1
718,718,He said some issues _ such as division break-up _ really can only be resolved if and when the conference is expanded.,the conference is expanded for the really can only be resolved if and the division breakup for he said,1
719,719,"Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013 concerning the authorisation of preparations of Lactobacillus plantarum NCIMB 40027, Lactobacillus buchneri DSM 22501, Lactobacillus buchneri NCIMB 40788/CNCM I-4323, Lactobacillus buchneri LN 40177/ATCC PTA-6138, and Lactobacillus buchneri LN 4637/ATCC PTA-2494 as feed additives for all animal species ( 5 ) is to be incorporated into the EEA Agreement.",Lactobacillus buchneri dsm 2250a lactobcillus buchneri NCIMB 478 and commission implementing regulation No 113/2013 of7 November 2013 concerning the authorisation,0
720,720,"Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013 concerning the authorisation of preparations of Lactobacillus plantarum NCIMB 40027, Lactobacillus buchneri DSM 22501, Lactobacillus buchneri NCIMB 40788/CNCM I-4323, Lactobacillus buchneri LN 40177/ATCC PTA-6138, and Lactobacillus buchneri LN 4637/ATCC PTA-2494 as feed additives for all animal species ( 5 ) is to be incorporated into the EEA Agreement.",Lactobacillus buchneri dsm 2250a lactobcillus buchneri NCIMB 478 and commission implementing regulation No 113/2013 of7 November 2013 concerning the authorisation  for plantarum,0
721,721,"Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013 concerning the authorisation of preparations of Lactobacillus plantarum NCIMB 40027, Lactobacillus buchneri DSM 22501, Lactobacillus buchneri NCIMB 40788/CNCM I-4323, Lactobacillus buchneri LN 40177/ATCC PTA-6138, and Lactobacillus buchneri LN 4637/ATCC PTA-2494 as feed additives for all animal species ( 5 ) is to be incorporated into the EEA Agreement.",the lactobacillus buchneri dsm thecommision implementingregulation for feed additivies for all animal species isto be incorporated into the EEA Agreement,0
722,722,"Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013 concerning the authorisation of preparations of Lactobacillus plantarum NCIMB 40027, Lactobacillus buchneri DSM 22501, Lactobacillus buchneri NCIMB 40788/CNCM I-4323, Lactobacillus buchneri LN 40177/ATCC PTA-6138, and Lactobacillus buchneri LN 4637/ATCC PTA-2494 as feed additives for all animal species ( 5 ) is to be incorporated into the EEA Agreement.","The lactobacillus buchneri dsm , the commission implementing regulation for the concerning the authorisation of preparations of lactobacillus plantarum",0
723,723,"Wall Street analysts had expected 22 cents a share, according to Thomson First Call.",According the Thomson First call the wall street analysts had expected 22 cents,0
724,724,"Wall Street analysts had expected 22 cents a share, according to Thomson First Call.",According the Thomson First call the wall street analysts had expected share a  22 cents,1
725,725,Thread two.,two thread,1
726,726,"What is already present in the other is rejected; what is not present, the Mystery, is retained.",The mystery is retained the already present in the other is rejected is not present,1
727,727,Wasn't it us who brought them to America?,America brought them to who was,0
728,728,Wasn't it us who brought them to America?,who was not brought them to america,0
729,729,Wasn't it us who brought them to America?,who was not brought them to America,0
730,730,Wasn't it us who brought them to America?,who brought them to america,0
731,731,Wasn't it us who brought them to America?,America is who brought them,0
732,732,Wasn't it us who brought them to America?,"America them to brought is who was""nt",0
733,733,Wasn't it us who brought them to America?,America them to brought is who was,0
734,734,"Oh, yeah.",yeah oh,1
735,735,My transfer finally came through...,finally the transfer came through,1
736,736,The Embraer jets are scheduled to be delivered by September 2006.,The Embraerjets are scheduled to be delivered by September 2006.,1
737,737,The Securities and Exchange Commission yesterday said companies trading on the biggest U.S. markets must win shareholder approval before granting stock options and other stock-based compensation plans to corporate executives.,"The U.S markets must win shareholder approval before granting stock option and other stock-based compensation plans to corporate executives, the securities and exchange commission yesterday said companies trading on the biggest market.",1
738,738,"To the extent that that argument is to be understood as meaning that the insertion of the footnote in Annex II to Regulation No 539/2001 provided for by Article 1(4)(f) of that regulation, as amended by the contested regulation, does not constitute an ‘amendment’ within the meaning of Article 290 TFEU, because ‘amendment’ in that sense does not include the ‘addition’ of new non-essential elements to the content of the basic act, I would refer to points 41 to 43 of this Opinion.",I would refer to points 41 to 43 of this opinion for to extent that that argument is to be understood as meaning that the insertion of the footnote in annex to regulation provide,0
739,739,"To the extent that that argument is to be understood as meaning that the insertion of the footnote in Annex II to Regulation No 539/2001 provided for by Article 1(4)(f) of that regulation, as amended by the contested regulation, does not constitute an ‘amendment’ within the meaning of Article 290 TFEU, because ‘amendment’ in that sense does not include the ‘addition’ of new non-essential elements to the content of the basic act, I would refer to points 41 to 43 of this Opinion.","I would refer to points 41 to 43 of this opinion for to extent that that argument is to be understood as meaning that the insertion of the footnote in annex to regulation provide for by article. that the regulation , as amended by the contested regulation.",0
740,740,"Jackson, 45, posted a $3 million bond and returned to Las Vegas, where he is filming a music video.","He is filming a music video where the Jackson 45, posted a $3 million bond and returned top Las Vegas",1
741,741,"He said: ""I fear on this occasion what happened was those bits of the alphabet which supported the case were selected.",The alphabet which supported the case were selected the he said I fear on this occasion what happened was those bits on alphabet,1
742,742,How'd you learn so much?,learn to so how did,0
743,743,How'd you learn so much?,learn to  how did,0
744,744,How'd you learn so much?,how much learn to you,0
745,745,How'd you learn so much?,how did you learn so much,1
746,746,How'd you learn so much?,"how""d you learn so much?",1
747,747,"A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.","Kelley makes a salary of $65,000 in his 30th year, a nationally board certified teacher with a master's degree.",1
748,748,"The state wants to lower wolf numbers in approximately a 1,700-square-mile area near the village of McGrath.","McGrath village of 1,700-square mile area near the state wants to lower wolf number in approximately",1
749,749,"He replaces Ron Dittemore, who announced his resignation in April.","Resignation in April announced who , he replaces Ron Dittermore",1
750,750,How is this sexy?,this sexy is how,1
751,751,"""I said . . . oh, never mind.",mind is never said i,0
752,752,"""I said . . . oh, never mind.","oh never mind, I said",1
753,753,"Thank you, Captain.",captain thank you,1
754,754,"As a result, it is recommended to follow option 3B and to complete with option 6 and 2B.",it is recommended to follow option 3B and to complete with option 6 and 2B,1
755,755,"As a result, it is recommended to follow option 3B and to complete with option 6 and 2B.",as a result it is recommended to follow option 3B and to be complete with option 6 and 2B,1
756,756,"As a result, it is recommended to follow option 3B and to complete with option 6 and 2B.",The complete with option 6 and 2b and as a result it is recommended to follow option,0
757,757,Sakai finished transferring the fingerprints and then handed the card to Bosch.,Then handed the card to bosch sakai finished transferring the fingerprints,1
758,758,Sakai finished transferring the fingerprints and then handed the card to Bosch.,Then handed the card to bosch sakai finished transferring the fingerprints,1
759,759,"Him they found to be in the habit of sitting silent, his quaint and weird face set, and his eyes resting on things they did not see in the substantial world.","Him they discovered to be prone to sit quiet, his curious and bizarre face set, and his eyes laying on things they didn't find in the generous world.",1
760,760,Rebels sought to consolidate their grip on a troubled northeastern Congolese town Tuesday after a week of fighting that killed at least 112 people.,Radicals looked to unite their hold on an upset northeastern Congolese town Tuesday following seven days of battling that killed at any rate 112 individuals.,1
761,761,Some analysts estimate sales of Xolair could reach $260 million by 2006 and $750 million by 2008.,A few experts gauge deals of Xolair could reach $260 million by 2006 and $750 million by 2008.,1
762,762,No.,NO.,1
763,763,No.,NO.,1
764,764,No.,NOTHING,1
765,765,"Under Mexican law, bounty hunting is considered a form of kidnapping.","Under Mexican law, abundance chasing is viewed as a type of seizing.",0
766,766,"Under Mexican law, bounty hunting is considered a form of kidnapping.",BOUNTY HUNTING IS KIDNAPING FOR CONSIDERED A UNDER MEXICAN LAW,1
767,767,"Under Mexican law, bounty hunting is considered a form of kidnapping.",BOUNTY HUNTING IS KIDNAPPING FOR CONSIDERED A UNDER MEXICAN LAW,1
768,768,We pick a team to go afterthe tail.,a team go to we pick after the tail,1
769,769,"Maybe they're heading out to sea by boat or helicopter, Or it's an ambush.","Possibly they're taking off to the ocean by boat or helicopter, Or it's a trap",1
770,770,Minister Saud al-Faisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name.,Priest Saud al-Faisal visit was uncovered Monday by two organization authorities who talked about it on state of not being distinguished by name.,0
771,771,Minister Saud al-Faisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name.,two administration officials  who discussed it on condition of not being identified of minister saud al-faisal visit was disclosed monday,1
772,772,Save myself.,collect herself,1
773,773,"The number of passengers aboard was not known and may never be, since ferry operators rarely keep full passenger lists.",full passenger lists  are collect from operators so not keep number passengers  abroad was not known and may never be,0
774,774,"The number of passengers aboard was not known and may never be, since ferry operators rarely keep full passenger lists.","The quantity of travelers on board was not known and may never be, since ship administrators seldom keep full traveler records.",0
775,775,"The number of passengers aboard was not known and may never be, since ferry operators rarely keep full passenger lists.",since ferry opeartors rarely keep full passenger lists so the number of passengers aboard was not known and may never be,1
776,776,"Triscuit is already a thing, and I'm pretty sure the fumes from that will kill us in our sleep.","Triscuit is as of now a thing, and I'm almost certain the exhaust from that will execute us in our rest",1
777,777,"""The lives of American warfighters can be placed at direct risk through illegal transfer of military components,"" said Defense Department Inspector General Joseph Schmitz.","""The lives of American warfighters can be put at direct danger through illicit exchange of military segments,"" said Defense Department Inspector General Joseph Schmitz",1
778,778,"Garner said the group would probably be expanded to include, for example, a Christian and perhaps another Sunni leader.","Gather said the gathering would likely be extended to incorporate, for instance, a Christian and maybe another Sunni chief.",1
779,779,"We're Jedi, Bob.",we are the jedi bob,0
780,780,"We're Jedi, Bob.",we are jedi bob,1
781,781,"Go back to your baby, okay?",okay?.baby go to back,0
782,782,"Go back to your baby, okay?",okay?.baby go to your back,1
783,783,"Mom, could we stop at the library?",we stop at the library? said mom,1
784,784,"Speaking for the first time yesterday, Brigitte's maternal aunt said his family was unaware he had was in prison or that he had remarried.",The fact that Brigitte was remarried and in prison was unknown to his family.,0
785,785,"Speaking for the first time yesterday, Brigitte's maternal aunt said his family was unaware he had was in prison or that he had remarried.","Brigitte's family had no idea he had remarried, nor that he was imprisoned.",0
786,786,"Speaking for the first time yesterday, Brigitte's maternal aunt said his family was unaware he had was in prison or that he had remarried.",Brigitte's family was unaware that he was in prison or remarried.,0
787,787,"Speaking for the first time yesterday, Brigitte's maternal aunt said his family was unaware he had was in prison or that he had remarried.",Brigitte's aunt said his family was unaware that he was in prison or remarried.,0
788,788,"Speaking for the first time yesterday, Brigitte's maternal aunt said his family was unaware he had was in prison or that he had remarried.",Brigitte's maternal aunt said his family was unaware he had was in prison or that he had remarried,0
789,789,He is charged in three bombings in Atlanta _ including a blast at the 1996 Olympics _ along with the bombing in Alabama.,He is accused of multiple bombings in both Atlanta and Alabama.,0
790,790,Right.,all correct,1
791,791,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","According the report, Window-and Office-loaded desktops can be bought for $298 before tax.",0
792,792,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","According the report, Window-and Office-loaded desktops can be bought for $298, before tax.",0
793,793,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","According the report, Window-and Office-loaded desktops can be bought for $298, before tax.",0
794,794,"""No data exists to indicate that the situation with repair stations poses a safety concern.""",data not available to indicate that the situations with repair stations poses a safety concern,1
795,795,"""No data exists to indicate that the situation with repair stations poses a safety concern.""",data not exist to indicate that the situations with repair stations poses a safety concern,1
796,796,"""No data exists to indicate that the situation with repair stations poses a safety concern.""",no data exist to indicate that the situations with repair stations poses a safety concern,1
797,797,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","According the report, Window-and Office-loaded desktops can be purchased for $298, before tax.",0
798,798,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","The report says, Window-and Office-loaded desktops can be purchased for $298, before tax.",0
799,799,"""No data exists to indicate that the situation with repair stations poses a safety concern.""",the situations with repair stations poses a safety concern no data exist to indicate,0
800,800,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","Customers can buy Window-and Office-loaded desktops for $298, before tax, according to the report.",0
801,801,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","Customers can buy Window- and Office-loaded desktops for $298, before tax, according to the report.",0
802,802,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","Customers can buy Window- and Office-loaded desktop for $298, before tax, according to the report.",0
803,803,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","Customers can buy a Window- and Office-loaded desktop for $298, before tax, according to the report.",0
804,804,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","Buyers can buy a Windows- and Office-loaded desktop for $298, not including taxes, according to the report.",1
805,805,"Buyers can purchase a Windows- and Office-loaded desktop for $298, excluding taxes, the report said.","Before taxes, a Windows- and Office-loaded desktop can be bought for $298, according to the report.",0
806,806,"Subway and bus fares rose 33 percent, from $1.50 to $2, on May 4, while tickets on suburban trains rose an average 25 percent May 1.","Subway and bus fares increased to 33 percent, from $1.50 to $2, on May 4, while suburban train ticket prices grew an average of 25 percent May 1.",1
807,807,"Subway and bus fares rose 33 percent, from $1.50 to $2, on May 4, while tickets on suburban trains rose an average 25 percent May 1.","Suburban train ticket prices grew an average of 25 percent May 1 while subway and bus fares increased to 33 percent, from $1.50 to $2, on May 4.",1
808,808,That means I make the rules.,"What means, is that I make the rules.",1
809,809,That means I make the rules.,"The rules, are made by me.",1
810,810,"""I'm not aware of any changes in policy - we have contacts with them, they will continue.""","They said they were not aware of any changes in policy and that the contacts will continue.""",1
811,811,"""I'm not aware of any changes in policy - we have contacts with them, they will continue.""",They said they were not aware of any changes in policy and that the contacts will continue.,1
812,812,"""I'm not aware of any changes in policy - we have contacts with them, they will continue.""",They said they were did not notice any alterations in policy and that the contacts will continue.,1
813,813,"""I'm not aware of any changes in policy - we have contacts with them, they will continue.""",They said they were did not notice any alterations in policy and that the contacts will resume as they were.,1
814,814,Article 24 is replaced by the following:,There will be changes made to Article 24 and they are:,0
815,815,Article 24 is replaced by the following:,There will be changes made to Article 24 such as:,0
816,816,"Already, the impact of Chinas moves is sending ripples through the region.",impact of Chinas moves is sending ripples through the region already,1
817,817,Article 24 is replaced by the following:,The following will take place of Article 24:,1
818,818,Are you the mother?,Are you being mother?,1
